label;genre;origin
Kinge;F;german
Kingsley;M,F;english
Kip;M;english
Kipling;M;english
Kira;F;russian
Kirabo;M,F;african
Kiran;M;indian
Kirby;M;english
Kiri;F;indian
Kiril;M;bulgarian, russian
Kirill;M;russian
Kirk;M;english
Kirsa;F;
Kirsi;F;finnish
Kirsteen;F;scottish
Kirsten;F;scandinavian
Kirstie;F;scottish
Kirstin;F;scottish
Kirsty;F;scottish
Kisecawchuck;M;native american
Kisha;F;english
Kishan;M;indian
Kishen;M;indian
Kishore;M;indian
Kishori;F;indian
Kistna;M;indian
Kit;M,F;english
Kitty;F;english
Kiyan;M;
Kiyoko;F;japanese
Kiyoshi;M;japanese
Kizzie;F;english
Kizzy;F;english
Kjeld;M;danish
Kjell;M;swedish, norwegian
Kjellfrid;F;norwegian
Kjerstin;F;swedish, norwegian
Kjetil;M;norwegian
Klaas;M;german, dutch
Klaes;M;frisian
Klara;F;scandinavian, russian, ukrainian, czech, poli
Klaudia;F;polish
Klaus;M;german
Klava;F;russian
Klavdija;F;slovene
Klavdiya;F;russian
Kleitos;M;ancient greek
Klemen;M;slovene
Klemens;M;german, danish, swedish, polish
Klementyna;F;polish
Kliment;M;russian, czech
Klio;F;greek mythology
Klotild;F;hungarian
Klyti;F;greek mythology
Knud;M;danish
Knut;M;scandinavian
Knute;M;norwegian
Kobe;M;african
Kobina;M;african
Kodey;M;english
Kody;M;english
Koen;M;dutch
Koenraad;M;dutch
Kofi;M;african
Kohaku;F;japanese
Kohar;F;armenian
Kohinoor;F;
Kojo;M;african
Kolab;F;khmer
Kolby;M;english
Kole;M;english
Kolleen;F;english (modern)
Kolman;M;czech
Kolour;F;english
Kolya;M;russian
Kondrat;M;polish
Konnor;M;english
Konr;M;hungarian
Konrad;M;german, scandinavian, polish
Konstantin;M;german, hungarian, russian, serbian, bulgaria
Konstantinos;M;greek
Konstantyn;M;polish
Koos;M;dutch
Koppel;M;jewish
Kor;F;greek mythology
Kora;F;english
Korbin;M;english
Korbinian;M;german
Korey;M;english
Korina;F;english
Korinna;F;english, german
Korn;M;hungarian
Kornel;M;polish, czech
Kornelia;F;polish
Korrine;F;english
Kort;M;dutch
Kortney;F,M;english (modern)
Kory;M;english
Kostandin;M;albanian
Kostya;M;russian
Kourtney;F,M;english
Kreindel;F;jewish
Kresten;M;danish
Kreszentia;F;german
Kreszenz;F;german
Kriemhild;F;german
Kriemhilde;F;german
Krikor;M;armenian
Krimhilde;F;german
Kris;F,M;
Krishna;M;indian, hindu mythology
Krist;M;hungarian
Krista;F;german, english
Kristal;F;english (modern)
Kristaps;M;latvian
Kristeen;F;english
Kristel;F;english (modern)
Kristen;M,F;danish, german
Krister;M;swedish
Kristi;F;english
Kristia;F;english
Kristian;M,F;scandinavian, finnish
Kristie;F;english
Kristiina;F;finnish
Kristin;F;scandinavian, german
Kristina;F;swedish, czech, russian, german
Kristine;F;danish, norwegian
Kristj;M;icelandic
Kristjan;M;estonian
Kristjana;F;icelandic
Kristoffer;M;scandinavian
Kristopher;M;english
Kristy;F;english
Kristyna;F;czech
Kriszti;M;hungarian
Krisztina;F;hungarian
Krysia;F;polish
Krystal;F;english (modern)
Krystina;F;english (modern)
Krystine;F;english (modern)
Krystle;F;english (modern)
Krystof;M;czech
Krystyn;M;polish
Krystyna;F;polish
Krzys;M;polish
Krzysztof;M;polish
Ksawery;M;polish
Ksenia;F;polish
Ksenija;F;slovene
Kseniya;F;russian
Kshitij;F;indian
Kuba;M;polish
Kudret;M;turkish
Kukka;F;finnish
Kumar;M;indian
Kumari;F;indian
Kumiko;F;japanese
Kun;M;chinese
Kunal;M;indian
Kunegunda;F;polish
Kunibert;M;german
Kunigonde;F;dutch
Kunigunde;F;german
Kuno;M;german
Kunthea;F;khmer
Kunto;F;african
Kuro;M;japanese
Kurt;M;german
Kurtis;M;english
Kustaa;M;finnish
Kuzma;M;russian
Kwabena;M;african
Kwadwo;M;african
Kwaku;M;african
Kwame;M;african
Kwasi;M;african
Kweku;M;african
Kwesi;M;african
Kyan;M;
Kyla;F;english
Kyle;M;
Kylee;F;english
Kyleigh;F;english (modern)
Kyler;M,F;english
Kylian;M;
Kyliann;M;
Kylie;F;english
Kyllian;M;
Kyllikki;F;finnish
Kym;F;english
Kynaston;M;english
Kyra;F;english
Kyran;M;irish, english
Kyriake;F;greek
Kyriaki;F;greek
Kyriakos;M;greek, ancient greek
Kyros;M;ancient greek
Kyung-Soon;F;korean
Laban;M;biblical
Labhr;M;irish
Labhrainn;M;scottish
Lacey;F,M;english
Lachie;M;scottish
Lachina;F;scottish
Lachlan;M;scottish
Lachtna;M;irish
Lacy;F,M;english
Ladislao;M;italian
Ladislas;M;history
Ladislaus;M;history
Ladislav;M;czech, slovak
Ladji;M;
Ladonna;F;english
Laelia;F;ancient roman
Laetitia;F;late roman, english
Lagina;F;english
Lahja;F;finnish
Lahna;F;
Laia;F;catalan
Laila;F;arabic, english
Laima;F;lithuanian
Laird;M;
Lajos;M;hungarian
Lake;M;english
Lakeisha;F;english
Lakeshia;F;english
Lakisha;F;english
Lakshman;M;indian
Lakshmi;F;indian, hindu mythology
Lal;M;indian
Lala;F;bulgarian
Lalage;F;english
Lalawethika;M;native american
Laleh;F;iranian
Lalie;F;
Lalit;F;indian
Lalita;F;indian
Lalla;F;english
Lallie;F;english
Lally;F;english
Lalo;M;english
Lalya;F;
Lambert;M;english, french, german, dutch
Lamech;M;biblical
Lamia;F;
Lamine;M;
Lamis;F;arabic
Lammert;M;dutch, german
Lamont;M;
Lamprecht;M;german
Lamya;F;arabic
Lan;F;chinese
Lana;F;english, russian
Lance;M;english
Lancelot;M;english, welsh mythology
Landon;M;english
Lane;M;english
Lanford;M;english
Lani;F;hawaiian
Lanny;M;english
Lanty;M;
Lanzo;M;german
Laocadia;F;portuguese
Laoise;F;irish
Lara;F;russian
Laraine;F;english
Lareyna;F;english
Lari;F;
Larisa;F;russian
Larissa;F;russian
Lark;F;english
Larkin;M;english
Larrie;M;english
Larry;M;english
Lars;M;scandinavian
Laryn;F;english (modern)
Lashawn;F,M;english (modern)
Lashonda;F;english (modern)
Lassana;M;
Lasse;M;finnish
Lassi;M;finnish
Laszlo;M;
Lata;F;indian
Latanya;F;english (modern)
Latasha;F;english (modern)
Lateefah;F;arabic
Latif;M;arabic
Latifa;F;arabic
Latifah;F;arabic
Latisha;F;english
Latonya;F;english (modern)
Latoya;F;english (modern)
Launce;M;english
Launo;M;finnish
Laura;F;english, spanish, italian, romanian, finnish
Lauraine;F;english
Laure;F;french
Laureen;F;english
Laurel;F;english
Laurelle;F;english
Lauren;F,M;english, portuguese
Laurena;F;english
Laurence;F;french
Laurencia;F;english
Laurène;F;english
Laurens;M;dutch
Laurent;M;french
Laurentia;F;ancient roman
Laurentine;F;french
Laurentiu;M;romanian
Laurentius;M;ancient roman
Lauressa;F;english
Lauretta;F;italian
Laurette;F;french
Lauri;M;finnish
Lauriane;F;
Laurie;F;english
Laurinda;F;english
Laurine;F;english
Laurissa;F;english
Laurita;F;english
Laurits;M;danish
Lauritz;M;danish
Lauro;M;italian
Lauryn;F;english
Lavena;F;english
Lavender;F;english
Lavern;F,M;english
Laverna;F;roman mythology
Laverne;F,M;english
Lavina;F;english
Lavinia;F;roman mythology
Lavone;F;english (modern)
Lavonne;F;english (modern)
Lavra;F;slovene
Lavrenti;M;russian, bulgarian
Lavrentios;M;greek
Lawahiz;F;arabic
Lawanda;F;english
Lawrence;M;english
Lawrie;F;english
Lawson;M;english
Laxman;M;indian
Laxmi;F;indian
Layana;F;
Layanah;F;
Layane;F;
Layla;F;arabic
Layton;M;english
Laz;M;english
Lazar;M;russian
Lazare;M;french
Lazarus;M;biblical
Lazer;M;jewish
Lazzaro;M;italian
Le;F;
Lea;F;english
Leachlainn;M;irish
Léah;F;english, jewish, biblical
Leana;F;
Leander;M;greek mythology (latinized)
Leandra;F;
Leandre;M;
Leandro;M;spanish, italian
Leane;F;
Leann;F;english (modern)
Leanna;F;english
Leanne;F;english
Leanora;F;english
Leatrice;F;english (modern)
Leberecht;M;german
Lech;M;polish
Lecia;F;
Leda;F;greek mythology
Lee;M,F;english
Leeann;F;english
Leeba;F;jewish
Leela;F;indian
Leelou;F;
Leesa;F;english (modern)
Leevi;M;finnish
Lefteris;M;greek
Legolas;M;literature
Lehi;M;biblical, mormon
Lehna;F;
Leia;F;english
Leif;M;scandinavian
Leigh;F;english
Leighton;M,F;english
Leila;F;arabic, english
Leilah;F;arabic, english
Leilani;F;hawaiian
Leïna;F;
Leith;M;
Lela;F;arabic, english
Leland;M;english
Lelia;F;italian
Lemmy;M;
Lemoine;M;english
Lempi;F;finnish
Lemuel;M;biblical
Len;M;english
Lena;F;scandinavian, german, russian
Lenard;M;english
Lene;F;german
Leni;F;german
Lennard;M;english
Lennart;M;scandinavian
Lennie;M;english
Lennon;M;english
Lennox;M;scottish, english
Lenny;M;english
Lenora;F;english
Lenore;F;english
Lenox;M;scottish, english
Lenuta;F;romanian
Leny;M;
Lenz;M;german
Leo;M;english, german, late roman
Leo-Paul;M;
Leocadia;F;spanish
Leocadio;M;spanish
Leofric;M;anglo-saxon
Leofwine;M;anglo-saxon
Leokadia;F;polish
Leola;F;english
Leolin;M;
Leon;M;english, german
Leona;F;english, german
Leonard;M;english
Leonardo;M;italian, spanish, portuguese
Leoncio;M;spanish
Leone;M,F;italian, english
Leonhard;M;german
Leonid;M;russian
Leonidas;M;greek, ancient greek
Leonie;F;
Leonius;M;ancient roman
Leonor;F;spanish, portuguese
Leonora;F;italian
Leonore;F;german
Leonti;M;russian
Leontina;F;italian, late roman
Leontine;F;
Leontius;M;late roman
Leonty;M;russian
Leontyne;F;english
Leonzio;M;italian
Leopold;M;english
Leopoldine;F;
Leopoldo;M;italian, spanish, portuguese
Leos;M;czech
Leroi;M;english
Leroy;M;english
Les;M;english
Lesedi;F;african
Lesia;F;
Lesleigh;F;english (modern)
Lesley;F,M;english
Leslie;F;french
Lesly;F,M;english
Lessie;F;english
Lester;M;english
Leszek;M;polish
Leta;F;english
Letha;F;english
Leticia;F;spanish, portuguese
Letitia;F;english
Letizia;F;italian
Leto;F;greek mythology
Lettice;F;english
Lettie;F;english
Letty;F;english
Lev;M;russian
Levana;F;
Levent;M;turkish
Levi;M;biblical, jewish, english
Levon;M;armenian
Lew;M;polish
Lewella;F;english
Lewin;M;english
Lewis;M;english
Lex;M;english
Lexa;F;english
Lexi;F;english
Lexia;F;english
Lexie;F;english
Lexine;F;english
Lexus;F;english
Lexy;F;english
Leyla;F;
Leyna;F;
Leyton;M;english
Li;M,F;chinese
Lia;F;italian
Liam;M;irish
Liana;F;italian, portuguese, english
Liane;F;french, english
Lianne;F;english
Libby;F;english
Liber;M;roman mythology
Liberatore;M;italian
Liberius;M;ancient roman
Liberty;F;english
Libitina;F;roman mythology
Libor;M;czech
Liboria;F;italian
Liborio;M;italian
Lida;F;czech
Liddy;F;
Lidia;F;polish, italian
Lidiya;F;russian
Lieber;M;jewish
Liel;F;
Lien;F;vietnamese
Liesa;F;german
Liesbeth;F;dutch
Liese;F;german
Liesel;F;german
Lieselotte;F;german
Liesje;F;dutch
Liesl;F;german
Ligeia;F;greek mythology, ancient greek
Ligia;F;
Liham;M;
Liisa;F;finnish
Lijsbeth;F;dutch
Lila;F;indian
Lilac;F;english
Lilas;F;
Lilavati;F;indian
Lileas;F;scottish
Lili;F;german
Lili-Rose;F;
Lilia;F;english
Lilian;M;
Liliana;F;english
Liliane;F;
Lilias;F;scottish
Lilie;F;
Lilith;F;english, near eastern mythology
Lilja;F;icelandic
Lillian;F;english
Lillias;F;scottish
Lillie;F;english
Lilly;F;english
Lilo;F;german
Lilou;F;
Lilwenn;F;
Lily;F;english
Lily-Rose;F;
Lilya;F;
Lim;M,F;chinese
Lin;M,F;chinese
Lina;F;arabic, english, italian
Linas;M;lithuanian
Lincoln;M;english
Linda;F;english
Linden;F;english
Lindon;M;english
Lindsay;F,M;english, scottish
Lindsey;F,M;english, scottish
Lindsie;F,M;english, scottish
Lindy;F;english
Line;F;
Linette;F;english
Linford;M;english
Ling;F;chinese
Linh;F;vietnamese
Linn;F;swedish
Linnaea;F;english
Linnet;F;english
Linnette;F;english
Linnie;F;english
Lino;M;
Linoï;F;
Linos;M;greek mythology
Linoy;F;
Linsay;F,M;english
Linsey;F,M;english, scottish
Linton;M;english
Linus;M;greek mythology (latinized)
Linwood;M;english
Linzi;F;english
Lionel;M;french
Lior;M,F;jewish
Liora;F;
Liouba;F;
Lir;M;irish mythology
Liron;M,F;jewish
Lirone;M;
Lis;F;scandinavian, english
Lisa;F;english
Lisandro;M;
Lisanne;F;english, dutch
Lisbet;F;scandinavian
Lisbeth;F;german
Lise;F;english
Lisette;F;french
Lisha;F;english
Lison;F;
Lissa;F;english
Lita;F;english
Lital;F;
Liv;F;scandinavian
Livia;F;italian, portuguese, english, ancient roman,
Liviana;F;italian, ancient roman
Livio;M;italian
Liviu;M;romanian
Livius;M;ancient roman
Livvy;F;
Livy;M;history
Liya;F;
Liyah;F;
Liz;F;english
Liza;F;english
Lizaveta;F;russian
Lizbeth;F;english
Lizette;F;english
Lizolet;F;
Lizzie;F;english
Lizzy;F;english
Ljubomir;M;croatian, serbian
Lleu;M;welsh mythology
Lleulu;F;welsh
Llew;M;welsh
Llewella;F;welsh
Llewellyn;M;welsh
Llewelyn;M;welsh
Llora;F;catalan
Lloren;M;catalan
Lloyd;M;english
Lluc;M;catalan
Lluis;M;catalan
Llyr;M;welsh mythology
Llywellyn;M;welsh
Llywelyn;M;welsh
Lo;M,F;
Loan;M;
Loane;F;
Lochan;M;indian
Lochlainn;M;irish
Lochlann;M;irish
Lockie;M;english
Lodewijk;M;dutch
Lodovico;M;italian
Logan;M,F;scottish, english
Lohan;M;
Loïc;M;french, breton
Loïs;F;english, biblical
Loïse;F;
Loki;M;norse mythology
Lola;F;spanish, english
Lolicia;F;english
Lolita;F;spanish
Lom;M;irish
Lomm;M;irish
Lon;M;english,irish
London;M,F;english
Lone;F;danish
Lonnie;M;english
Lonny;M;english
Lope;M;spanish
Lora;F;german
Loraine;F;english
Lorainne;F;english
Lorayne;F;english
Lorc;M;irish
Lorcc;M;irish
Lore;F;german
Loredana;F;italian
Loreen;F;english
Lorelei;F;germanic mythology
Lorelle;F;english
Loren;F,M;english
Lorena;F;english, spanish, portuguese, italian
Lorencio;M;spanish
Lorene;F;english
Lorens;M;scandinavian
Lorenz;M;german
Lorenza;F;italian
Lorenzo;M;italian
Loreto;F;english
Loretta;F;english, italian
Lorette;F;
Lori;F;english
Lorie;F;english
Lorin;M;english
Lorinda;F;english
Loris;M,F;
Lorita;F;english
Lorn;M;english
Lorna;F;english, scottish
Lorne;M;english
Lorraine;F;english
Lorri;F;english
Lorrie;F;english
Lorrin;M;english
Lothair;M;german
Lothaire;M;french
Lothar;M;german
Lothario;M;italian
Lotta;F;scandinavian, finnish
Lotte;F;german
Lottie;F;english
Lotus;F;english
Lou;F,M;english
Lou-Ann;F;
Lou-Anne;F;
Louane;F;
Louann;F;
Louay;M;
Loubna;F;
Louca;M;
Louella;F;english
Louie;M;english
Louis;M;french, english
Louis-Marie;F;
Louisa;F;english
Louise;F;french, english
Louison;F,M;
Louiza;F;english (modern)
Louka;M;
Loula;F;
Louna;F;
Lounis;M;
Loup;M;french
Lourdes;F;spanish, english
Love;F;english
Lovel;M;english
Lovell;M;english
Loviisa;F;finnish
Lovisa;F;swedish
Lovise;F;danish, norwegian
Lowell;M;english
Lowri;F;welsh
Loyd;M;english
Luan;M,F;
Luana;F;english
Luann;F;english
Luanna;F;english
Luanne;F;english
Luba;F;ukrainian
Luben;M;bulgarian
Lubin;M;
Lubna;F;arabic
Lubomierz;M;polish
Lubomir;M;czech, slovak
Luc;M;french
Luca;M;italian
Lucas;M;english, dutch, french
Lucasta;F;english
Luce;F;french
Lucetta;F;english
Luchjo;M;esperanto
Lucia;F;italian, german, english, scandinavian, roman
Lucian;M;english, romanian
Luciana;F;italian, spanish, portuguese, ancient roman
Luciano;M;italian, spanish, portuguese
Lucie;F;french
Lucien;M;french
Lucienne;F;french
Lucifer;M;theology
Lucile;F;french, english
Lucilla;F;italian, spanish, ancient roman
Lucille;F;french
Lucina;F;roman mythology
Lucinda;F;english, portuguese
Lucinde;F;french
Lucine;F;armenian
Lucio;M;italian, spanish, portuguese
Lucius;M;ancient roman, english
Lucjan;M;polish
Lucky;M;english
Lucrece;F;french
Lucretia;F;ancient roman
Lucrezia;F;italian
Lucy;F;english
Ludger;M;german, dutch
Ludivine;F;
Ludmila;F;russian, czech
Ludmilla;F;english
Ludo;M;english
Ludovic;M;english
Ludovica;F;german, dutch
Ludoviko;M;esperanto
Ludvig;M;scandinavian
Ludvik;M;czech
Ludwig;M;german
Ludwik;M;polish
Luella;F;english
Lugh;M;irish mythology
Lughaidh;M;irish, irish mythology
Lugus;M;celtic mythology
Luigi;M;italian
Luigina;F;italian
Luigino;M;italian
Luis;M;spanish, portuguese
Luisa;F;spanish, portuguese, italian
Luise;F;german
Luitgard;F;german
Luitger;M;german
Luitpold;M;german
Luiz;M;portuguese
Lujayn;F;arabic
Lujza;F;hungarian
Luka;M;russian, serbian, croatian, slovene
Lukas;M;german
Luke;M;english, biblical
Luksa;F;esperanto
Lula;F;english
Lulu;F;german
Luminita;F;romanian
Lumusi;F;african
Luna;F;roman mythology
Luned;F;welsh
Lunete;F;french
Lupe;F;spanish
Lupita;F;spanish
Lurdes;F;spanish
Lure;F;
Lutfi;M;arabic
Lutgard;F;german
Lutgardis;F;ancient germanic (latinized)
Luther;M;english
Lutz;M;german
Luuk;M;dutch
Luukas;M;finnish
Luvenia;F;english
Luvinia;F;english
Lux;F;english
Luz;F;spanish
Luzia;F;spanish
Lya;F;
Lyall;M,F;
Lyam;M;
Lyana;F;
Lycurgus;M;greek mythology (latinized), ancient greek (l
Lyda;F;
Lydia;F;english, german, biblical
Lydie;F;french
Lyes;M;
Lyham;M;
Lyla;F;
Lyle;M;english
Lylia;F;
Lylou;F;
Lyn;F;english
Lyna;F;
Lynda;F;english (modern)
Lyndi;F;english
Lyndon;M;english
Lyndsay;F,M;english
Lyndsea;F;english (modern)
Lyndsey;F,M;english
Lyne;F;
Lynette;F;english
Lynn;F,M;english
Lynna;F;english
Lynne;F,M;english
Lynnette;F;english
Lynsay;F;english
Lynsey;F;english
Lynton;M;english
Lynwood;M;english
Lyov;M;russian
Lyra;F;astronomy
Lyric;F;english
Lysander;M;ancient greek (latinized)
Lysandra;F;ancient greek
Lysandre;M;
Lysette;F;english
Lysimachus;M;ancient greek (latinized)
Lysistrata;F;ancient greek
Lyssa;F;english
Lyuba;F;russian
Lyubov;F;russian
Lyudmila;F;russian
Lyudmyla;F;ukrainian
Lyydia;F;finnish
Lyyti;F;finnish
M;F;scottish, irish
Ma;F,M;
Maaike;F;dutch
Maaria;F;finnish
Maarit;F;finnish
Maarja;F;estonian
Maarten;M;dutch
Maartje;F;dutch
Maas;M;dutch
Maata;F;maori
Maayane;F;
Mabel;F;english
Mabella;F;english
Mabelle;F;english
Mable;F;english
Mabon;M;welsh, welsh mythology
Macarena;F;spanish
Macaria;F;spanish
Macario;M;spanish
Maceo;M;
Macey;F,M;english
Machteld;F;dutch
Macie;F,M;english
Maciej;M;polish
Mack;M;english
Mackenzie;M,F;english
Macsen;M;welsh
Macy;F,M;english
Madai;M;biblical
Madalena;F;portuguese
Madalyn;F;english
Maddalena;F;italian
Maddison;F;english
Madelaine;F;english
Madeleine;F;french, english
Madelina;F;english
Madeline;F;french
Madelyn;F;english
Madge;F;english
Madhav;M;indian
Madhavi;F;indian
Madhu;F;indian
Madhukar;M;indian
Madhur;F;indian
Madina;F;
Madison;M,F;english
Madisyn;F;english (modern)
Madlyn;F;english
Madoc;M;welsh
Madog;M;welsh
Madoline;F;english
Madonna;F;english
Mads;M;danish
Mady;F,M;
Madyson;F;english (modern)
Mae;M,F;french, english
Maegan;F;english
Maeja;F;
Mael;M;
Maeleachlainn;M;irish
Maëlie;F;
Maëline;F;
Maëlis;F;
Maëlle;F;
Maëly;F;
Maëlyne;F;
Maelys;F;
Maeva;F;
Maeve;F;irish, irish mythology
Mafalda;F;italian, portuguese
Magda;F;german, dutch, scandinavian, czech, polish, r
Magdalen;F;english
Magdalena;F;german, dutch, scandinavian, spanish, portugu
Magdalene;F;german, english, biblical
Magdalone;F;danish
Magdolna;F;hungarian
Maggie;F;english
Magnhild;F;norwegian
Magnolia;F;english
Magnus;M;scandinavian, english
Mah;M;
Maha;F;arabic
Mahala;F;
Mahalah;M;biblical (variant)
Mahalath;F;biblical
Mahali;M;biblical (variant)
Mahalia;F;
Mahamadou;M;
Mahatma;M;history
Mahault;F;
Mahaut;F;
Mahavir;M;indian
Mahdi;M;
Mahe;M;
Mahendra;M;indian
Maher;M;
Mahin;F;iranian
Mahinder;M;indian
Mahlah;F,M;biblical
Mahli;M;biblical
Mahmood;M;indian
Mahmoud;M;
Mahmud;M;arabic
Mahomet;M;arabic
Mahon;M;irish
Mahvash;F;iranian
Maï;F;vietnamese
Maïa;F;greek mythology, roman mythology
Maighread;F;scottish
Maija;F;finnish
Maike;F;frisian, german, dutch
Maile;F;hawaiian
Maïly;F;
Maïlys;F;
Maïmouna;F;
Maïna;F;
Mainch;M;irish
Mainio;M;finnish
Mair;F;welsh
Mairead;F;scottish
Mairenn;F;irish
Mairt;M;irish
Mairwen;F;welsh
Maisie;F;scottish
Maïssa;F;
Maïssane;F;
Maite;F;spanish, basque
Maitland;M;english
Maïwenn;F;
Maja;F;german, scandinavian, polish
Major;M;english
Makaio;M;hawaiian
Makan;M;
Makari;M;russian
Makayla;F;english (modern)
Makeda;F;history
Makenna;F;english
Makenzie;F;english
Makram;M;arabic
Maksim;M;russian
Maksimilian;M;russian
Mala;F;indian
Malachi;M;biblical, jewish
Malachy;M;irish
Malaika;F;african
Malak;F,M;arabic
Malakai;M;
Malamis;M;
Malandra;F;english (modern)
Malati;F;indian
Malcolm;M;scottish, english
Malcom;M;english (modern)
Maldwyn;M;welsh
Maleah;F;english (modern)
Malek;M;
Maleko;M;hawaiian
Malene;F;danish
Malgorzata;F;polish
Malia;F;hawaiian
Malick;M;
Malie;F;hawaiian
Malik;M;arabic
Malika;F;
Malin;F;swedish
Malina;F;scottish, english
Malinda;F;english
Malka;F;jewish
Mallaidh;F;irish
Mallory;M,F;english
Mallt;F;welsh
Malo;M;
Malone;M;
Malvina;F;scottish, english
Malvolio;M;literature
Mamadou;M;
Mamie;F;english
Mamou;F;
Mamoudou;M;
Manal;F;
Manar;M;
Manasseh;M;biblical
Manasses;M;biblical (variant)
Mandeep;M;indian
Mandi;F;english
Mandy;F;english
Manel;M, F;catalan
Manelle;F;
Manfred;M;german, dutch, english
Manfredo;M;italian
Manfried;M;german
Mani;M;indian
Manil;M;
Manish;M;indian
Manjula;F;indian
Manjusha;F;indian
Manley;M;english
Manlio;M;italian
Mannix;M;irish
Manny;M;english
Manoel;M;portuguese
Manola;F;spanish
Manolo;M;spanish
Manon;F;french
Mansel;M;english
Mansoor;M;indian
Mansur;M;arabic
Manu;M;indian
Manuel;M;english, spanish, portuguese
Manuela;F;spanish, portuguese, romanian
Manus;M;irish
Manya;F;russian
Maoilios;M;scottish
Maquinna;M;native american
Mar;F;spanish
Mara;F;biblical, hungarian
Marajha;F;esperanto
Maral;F;armenian
Maralyn;F;english (modern)
Maram;F;
Marc;M;french
Marc-Antoine;M;
Marceau;M;
Marcel;M;french, romanian, german
Marcela;F;spanish, polish, romanian
Marceli;M;polish
Marcelina;F;polish
Marceline;F;french
Marcelino;M;spanish, portuguese
Marcella;F;italian
Marcelle;F;french
Marcellette;F;french
Marcellin;M;french
Marcelline;F;french
Marcellino;M;italian
Marcello;M;italian
Marcellus;M;ancient roman
Marcelo;M;spanish, portuguese
Marci;F;english
Marcia;F;english
Marcie;F;english
Marcin;M;polish
Marcio;M;portuguese, spanish
Marco;M;italian, spanish, portuguese
Marcos;M;spanish, portuguese
Marcus;M;ancient roman, english, biblical (variant)
Marcy;F;english
Marduk;M;near eastern mythology
Mared;F;welsh
Maredudd;M;welsh
Mareike;F;german
Marek;M;polish, czech
Maresol;F;
Marfa;F;russian
Margaid;F;manx
Marganita;F;jewish
Margaret;F;english
Margareta;F;german, scandinavian, serbian, croatian, roma
Margarete;F;german
Margarethe;F;german, danish
Margaretta;F;english
Margarid;F;armenian
Margarida;F;portuguese
Margarita;F;spanish, russian
Margaux;F;english
Marge;F;english
Marged;F;welsh
Margery;F;english
Margh;M;cornish
Margherita;F;italian
Margie;F;english
Margit;F;hungarian, scandinavian
Margo;F;english
Margot;F;french
Margr;F;icelandic
Margrethe;F;german, danish, norwegian
Marguerite;F;french
Mari;F;welsh, finnish, hungarian
Maria;F;italian, portuguese, german, scandinavian, du
Mariabella;F;english
Mariah;F;english
Mariam;F;arabic
Mariama;F;
Mariame;F;
Mariamne;F;
Marian;F,M;english, polish, romanian
Mariana;F;italian, spanish, portuguese, romanian, ancie
Mariangela;F;italian
Marianna;F;english, hungarian
Marianne;F;french, english
Mariano;M;italian
Marianus;M;ancient roman
Maribel;F;spanish
Marica;F;hungarian
Marie;F;french
Marie-Ange;F;
Marie-Lou;F;
Marieke;F;dutch
Mariel;F;english
Mariele;F;german
Mariella;F;italian
Marielle;F;french
Mariem;F;
Marietta;F;italian
Mariette;F;french
Marigold;F;english
Marija;F;croatian, slovene, serbian, lithuanian
Marijan;M;croatian
Marijana;F;croatian
Marijke;F;dutch
Marijona;F;lithuanian
Marijse;F;dutch
Marika;F;czech, slovak, hungarian
Mariko;F;japanese
Marilena;F;english
Marilene;F;english
Marilou;F;english
Marilyn;F;english
Marilynn;F;english (modern)
Marin;M;french, romanian
Marina;F;italian, spanish, german, greek, russian, anc
Marinda;F;english
Marine;F;french
Marino;M;italian
Marinus;M;ancient roman
Mario;M;italian, spanish, portuguese
Marion;F;
Maris;F;english
Marisa;F;italian, spanish, english
Marise;F;french
Mariska;F;hungarian
Marisol;F;spanish
Marissa;F;english
Marit;F;norwegian, swedish
Marita;F;german, spanish, dutch
Maritza;F;spanish
Marius;M;ancient roman, german, dutch, norwegian, dani
Mariusz;M;polish
Mariya;F;russian, ukrainian
Marja;F;dutch, finnish
Marjaana;F;finnish
Marjan;F;dutch
Marjane;F;
Marjani;F;african
Marje;F;english
Marjeta;F;slovene
Marjolaine;F;english
Marjorie;F;english
Marjory;F;english
Mark;M;english, russian, biblical
Marketta;F;finnish
Markku;M;finnish
Marko;M;ukrainian, croatian, serbian, finnish
Markus;M;german
Marla;F;english
Marlee;F;english (modern)
Marlen;M;russian
Marlena;F;english
Marlene;F;german, english
Marley;M,F;english
Marlin;M;english
Marlon;M;english
Marlowe;M;english
Marly;M;english
Marlyn;F;english
Marmaduke;M;english
Marna;F;swedish
Marni;F;jewish
Marnie;F;english
Marouane;M;
Marquis;M;english
Marquise;M;english
Marquita;F;
Mars;M;roman mythology
Marsaili;F;scottish
Marsha;F;english
Marshal;M;english
Marshall;M;english
Marshan;F;english (modern)
Mart;M;spanish
Marta;F;spanish, italian, portuguese, romanian, polis
Marten;M;dutch
Martha;F;english, scandinavian, greek, biblical
Marthe;F;french, german
Martie;M;english
Martijn;M;dutch
Martin;M;english, french, german, russian, romanian, c
Martina;F;english, german, scandinavian, dutch, italian
Martine;F;french
Martinho;M;portuguese
Martino;M;italian
Martirio;F;spanish
Martita;F;spanish
Martta;F;finnish
Martti;M;finnish
Marty;M;english
Martyn;M;welsh
Martyna;F;polish
Marva;F;english
Marvin;M;english
Marvyn;M;english
Marwa;F;arabic
Marwan;M;
Marwane;M;
Marwen;F;
Mary;F;english, biblical
Marya;F;russian
